,Name,Platform,Publisher,Chartz_Score,User_Score,Critic_Score,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Year_of_Release,Genre
3960, Blitz: The League     ,Midway Games  ,Midway Games  ,,7.9  ,,0.53,0.40,0.11,,0.02,17 Oct 05  ,Sports
3961, NASCAR 09     ,EA Sports  ,EA Tiburon  ,,,,0.53,0.26,0.20,,0.07,10 Jun 08  ,Racing
3962, Jampack Vol. 2     ,Sony Computer Entertainment  ,Sony Computer Entertainment America  ,,,,0.53,0.30,0.20,,0.03,01 Jan 97  ,Misc
3963, Inazuma Eleven     ,Nintendo  ,Level 5  ,,6.8  ,,0.53,,0.13,0.38,0.02,26 Aug 11  ,Sports
3964, Virtual Soccer     ,Hudson Soft  ,Probe Entertainment Limited  ,,,,0.53,,,0.53,0.00,01 Jan 94  ,Sports
3965, Romance of the Three Kingdoms IV: Wall of Fire     ,KOEI  ,Koei / Inis  ,,,,0.53,,,0.53,,13 Jan 95  ,Strategy
3966, Michael Jackson: The Experience     ,Ubisoft  ,Ubisoft Montreal  ,,,,0.53,0.25,0.19,0.00,0.09,12 Apr 11  ,Misc
3967, Excite Truck     ,Nintendo  ,Monster Games Inc.  ,8.0  ,7.0  ,,0.53,0.39,0.03,0.08,0.04,19 Nov 06  ,
3968, Winning Post     ,KOEI  ,Koei  ,,,,0.53,,,0.53,,10 Sep 93  ,Sports
3969, Peter Jackson's King Kong: The Official Game of the Movie     ,Ubisoft  ,Ubisoft Montpellier  ,,,,0.53,0.34,0.17,,0.02,21 Nov 05  ,Action
3970, Burnout Revenge     ,Electronic Arts  ,Criterion Games  ,,,,0.53,0.32,0.19,,0.01,13 Sep 05  ,Racing
3971, Medal of Honor: European Assault     ,Electronic Arts  ,EA Los Angeles  ,,,,0.53,0.32,0.19,,0.02,07 Jun 05  ,Shooter
3972, Ty the Tasmanian Tiger 2: Bush Rescue     ,Electronic Arts  ,Krome Studios  ,,7.3  ,,0.53,0.26,0.20,,0.07,12 Oct 04  ,Platform
3973, The Lord of the Rings: The Fellowship of the Ring     ,Black Label Games  ,WXP  ,,,,0.53,0.31,0.19,,0.03,26 Sep 02  ,Action
3974, NBA 06     ,Sony Computer Entertainment  ,SCE Studio San Diego  ,,,,0.53,0.26,0.20,,0.07,01 Nov 05  ,Sports
3975, Magician's Quest: Mysterious Times     ,Konami  ,Konami  ,,,,0.53,0.04,0.01,0.48,0.00,11 May 09  ,Role-Playing
3976, Spider-Man     ,Activision  ,Edge of Reality  ,,,,0.53,0.43,0.09,,0.01,21 Nov 00  ,Platform
3977, How to Train Your Dragon     ,Activision  ,Griptonite Games  ,,,,0.53,0.31,0.17,,0.05,23 Mar 10  ,Action
3978, Jewel Master Egypt     ,Storm City Games  ,Storm City Games  ,,,,0.53,0.21,0.27,,0.05,03 Nov 09  ,Puzzle
3979, Rory McIlroy PGA Tour     ,Electronic Arts  ,EA Tiburon  ,,,,0.53,0.19,0.25,,0.09,14 Jul 15  ,Action
3980, Tom Clancy's Ghost Recon Advanced Warfighter 2     ,Ubisoft  ,High Voltage Software / Ubisoft Paris  ,,6.5  ,,0.53,0.35,0.10,,0.08,23 Aug 07  ,Shooter
3981, Harry Potter and the Half-Blood Prince     ,Electronic Arts  ,Bright Light Productions  ,,,,0.53,0.19,0.21,,0.13,30 Jun 09  ,Action
3982, X-Men Legends     ,Activision  ,Raven Software  ,,8.6  ,,0.53,0.41,0.11,,0.01,21 Sep 04  ,Adventure
3983, Front Mission 2     ,Square  ,SquareSoft  ,,,,0.53,,,0.49,0.03,25 Sep 97  ,Strategy
3984, FIFA Soccer 12     ,EA Sports  ,EA Canada  ,,,,0.53,0.12,0.26,0.02,0.13,27 Sep 11  ,Sports
3985, WWE SmackDown vs. Raw 2010     ,THQ  ,JAKKS Pacific  ,,,,0.53,0.35,0.13,,0.05,20 Oct 09  ,Fighting
3986, SpongeBob SquarePants featuring Nicktoons: Globs of Doom     ,THQ  ,Incinerator Studios  ,,,,0.53,0.49,0.00,,0.04,20 Oct 08  ,Action
3987, Terminator Salvation     ,Warner Bros. Interactive  ,GRIN  ,,5.0  ,,0.53,0.13,0.29,0.01,0.10,19 May 09  ,Shooter
3988, Sonic & Sega All-Stars Racing Transformed      ,Sega  ,Sumo Digital  ,,6.9  ,,0.53,0.19,0.28,0.02,0.04,18 Nov 12  ,Misc
3989, Are You Smarter than a 5th Grader?     ,THQ  ,ValuSoft  ,,,,0.53,0.48,0.00,,0.04,12 Nov 07  ,Misc
3990, Oni     ,Rockstar Games  ,Rockstar Toronto  ,,,,0.53,0.26,0.20,,0.07,29 Jan 01  ,
3991, Madden NFL 07     ,EA Sports  ,EA Tiburon  ,,8.0  ,,0.53,0.48,,0.01,0.04,14 Nov 06  ,Sports
3992, The Lord of the Rings: The Two Towers     ,Electronic Arts  ,Stormfront Studios  ,,,,0.53,0.41,0.11,,0.01,30 Dec 02  ,Action
3993, Disney Infinity 3.0     ,Disney Interactive Studios  ,Avalanche Software  ,,,,0.53,0.29,0.19,,0.05,30 Aug 15  ,Action
3994, Juiced     ,THQ  ,Juice Games  ,,,,0.53,0.26,0.20,,0.07,13 Jun 05  ,Racing
3995, The Warriors     ,Rockstar Games  ,Rockstar Toronto  ,,,,0.53,0.44,0.02,,0.07,17 Oct 05  ,Action
3996, F1 2009     ,Codemasters  ,Sumo Digital  ,,7.4  ,,0.53,0.08,0.29,,0.16,17 Nov 09  ,Racing
3997, Star Fox Command     ,Nintendo  ,Nintendo EAD / Q-Games  ,,7.2  ,,0.53,0.38,0.01,0.10,0.04,28 Aug 06  ,Shooter
3998, J-League Soccer: Prime Goal 2     ,Namco  ,Namco  ,,,,0.53,,,0.53,,05 Aug 94  ,Sports
3999, Poochy & Yoshi's Woolly World     ,Nintendo  ,Good-Feel  ,,,,0.53,0.18,0.16,0.16,0.03,03 Feb 17  ,Platform
4000, NASCAR 2000     ,EA Sports  ,Stormfront Studios  ,,,,0.53,0.49,0.03,,0.00,30 Sep 99  ,Racing
4001, Wayne Gretzky's 3D Hockey     ,Midway Games  ,William's Entertainment  ,,8.1  ,,0.53,0.49,0.03,,0.00,11 Nov 96  ,Sports
4002, Pachi-Slot Aruze Oukoku 4     ,Aruze Corp  ,Aruze Corp  ,,,,0.53,,,0.49,0.03,14 Dec 00  ,Misc
4003, Return to Castle Wolfenstein: Operation Resurrection     ,Activision  ,Raster Productions  ,,,,0.53,0.26,0.20,,0.07,30 May 03  ,Shooter
4004, Mario Tennis: Power Tour     ,Nintendo  ,Camelot Software Planning  ,,,,0.52,0.24,0.09,0.19,0.01,05 Dec 05  ,Sports
4005, Seaman     ,Sega  ,VIVARIUM Inc.  ,,8.1  ,,0.52,,,0.52,,09 Aug 00  ,Simulation
4006, The Grinch     ,Konami  ,Artificial Mind and Movement  ,,,,0.52,0.29,0.20,,0.03,01 Jan 00  ,Adventure
4007, Stuntman: Ignition     ,THQ  ,Paradigm Entertainment  ,,,,0.52,0.17,0.26,,0.10,17 Sep 07  ,Racing
4008, Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team     ,Electronic Arts  ,EA Salt Lake  ,,,,0.52,0.49,,,0.03,05 Oct 10  ,Simulation
4009, Tales of Destiny     ,Namco Bandai  ,Namco Tales Studio  ,,,,0.52,,,0.52,,30 Nov 06  ,Role-Playing
4010, Sesame Street: Once Upon A Monster     ,Warner Bros. Interactive  ,Double Fine Productions  ,7.8  ,8.0  ,,0.52,0.39,0.09,,0.04,11 Oct 11  ,Misc
4011, Silent Hill: Origins     ,Konami  ,Climax Group  ,7.4  ,7.8  ,,0.52,0.22,0.16,0.04,0.10,06 Nov 07  ,Action
4012, Mystery Dungeon: Shiren the Wanderer     ,Sega  ,ChunSoft  ,,7.1  ,,0.52,0.17,0.00,0.33,0.02,04 Mar 08  ,Role-Playing
4013, GT Pro Series     ,Ubisoft  ,MTO  ,,3.7  ,,0.52,0.46,0.01,0.02,0.04,14 Nov 06  ,Racing
4014, Tales of Symphonia: Dawn of the New World     ,Namco Bandai  ,Namco Tales Studio  ,7.2  ,6.8  ,8.3  ,0.52,0.21,0.05,0.24,0.02,11 Nov 08  ,Role-Playing
4015, Tiger Woods PGA Tour 11     ,EA Sports  ,EA Tiburon  ,,8.1  ,,0.52,0.28,0.19,,0.05,08 Jun 10  ,Sports
4016, F.E.A.R. 2: Project Origin     ,Warner Bros. Interactive  ,Monolith Productions  ,,7.9  ,,0.52,0.32,0.15,0.00,0.05,10 Feb 09  ,Shooter
4017, Disney Epic Mickey 2: The Power of Two     ,Disney Interactive Studios  ,Junction Point Studios  ,,,,0.52,0.32,0.15,,0.05,18 Nov 12  ,Platform
4018, Dragon Ball: XenoVerse     ,Namco Bandai Games  ,Dimps Corporation  ,,,,0.52,0.18,0.13,0.15,0.06,24 Feb 15  ,Fighting
4019, The Golden Compass     ,Sega  ,Shiny Entertainment  ,,,,0.52,0.13,0.00,,0.39,04 Dec 07  ,Adventure
4020, Final Fantasy Chronicles     ,Square  ,TOSE  ,,9.2  ,,0.52,0.29,0.20,,0.03,29 Jun 01  ,Role-Playing
4021, Fight Night Round 3     ,EA Sports  ,EA Chicago  ,,7.2  ,,0.52,0.46,0.02,,0.04,20 Feb 06  ,Fighting
4022, Cars 2     ,Disney Interactive Studios  ,Avalanche Software  ,,7.5  ,,0.52,0.22,0.22,,0.09,21 Jun 11  ,Racing
4023, Batman: Arkham City     ,Warner Bros. Interactive  ,Rocksteady Studios  ,,9.0  ,,0.52,0.16,0.28,,0.08,22 Nov 11  ,Action
4024, Syphon Filter 3     ,Sony Computer Entertainment  ,Sony Bend  ,,,,0.52,0.29,0.20,,0.03,05 Nov 01  ,Shooter
4025, Metal Gear Solid 2: Substance     ,Konami  ,Konami Computer Entertainment Japan  ,,8.5  ,,0.52,0.18,0.14,0.16,0.05,03 Mar 03  ,Action
4026, Frozen: Olaf's Quest     ,GameMill Entertainment  ,1st Playable Productions  ,,,,0.52,0.21,0.27,,0.04,12 Nov 13  ,Platform
4027, NBA Live 08     ,Electronic Arts  ,EA Canada  ,,,,0.52,0.47,0.00,0.00,0.04,01 Oct 07  ,Sports
4028, We Cheer     ,Namco Bandai  ,"Machatin, Inc.  ",,,,0.52,0.47,0.00,0.00,0.04,30 Sep 08  ,Simulation
4029, We Love Katamari     ,Namco  ,Namco  ,,8.2  ,,0.52,0.26,0.20,,0.07,20 Sep 05  ,Puzzle
4030, Naruto Shippuden: Ultimate Ninja Storm 3     ,Namco Bandai Games  ,CyberConnect2  ,,,,0.52,0.30,0.17,0.01,0.05,05 Mar 13  ,Fighting
4031, NCAA Football 2003     ,EA Sports  ,EA Tiburon  ,,,,0.52,0.39,0.11,,0.02,20 Jul 02  ,Sports
4032, SingStar Dance     ,Sony Computer Entertainment  ,SCEE London Studio  ,,,,0.52,0.09,0.32,,0.11,09 Nov 10  ,Misc
4033, NBA Live 09     ,Electronic Arts  ,EA Canada  ,,,,0.52,0.46,0.00,0.02,0.04,07 Oct 08  ,Sports
4034, The 3rd Birthday     ,Square Enix  ,HexaDrive  ,,7.0  ,,0.52,0.13,0.07,0.27,0.05,29 Mar 11  ,Role-Playing
4035, Madden NFL 13     ,EA Sports  ,EA Tiburon  ,,,,0.52,0.47,,,0.05,28 Aug 12  ,Sports
4036, Ready 2 Rumble Boxing: Round 2     ,Midway Games  ,Midway Games  ,,6.5  ,,0.52,0.29,0.20,,0.03,09 Nov 00  ,Fighting
4037, Mega Man 6     ,Nintendo  ,Capcom  ,,,,0.52,0.28,0.07,0.16,0.01,01 Mar 94  ,Action
4038, Guinness World Records: The Videogame     ,Warner Bros. Interactive  ,Traveller's Tales  ,,,,0.52,0.47,0.01,,0.04,11 Nov 08  ,Action
4039, Mission: Impossible     ,Atari  ,X-ample  ,,,,0.52,0.29,0.20,,0.03,23 Nov 99  ,Action
4040, Rival Schools: United By Fate     ,Capcom  ,Capcom  ,,,,0.52,0.12,0.08,0.28,0.03,30 Sep 98  ,Fighting
4041, FIFA 15     ,EA Sports  ,EA Canada  ,,,,0.52,0.09,0.39,,0.03,23 Sep 14  ,Sports
4042, Swing Away Golf     ,Electronic Arts  ,Tikipod  ,,,,0.52,0.17,0.13,0.18,0.04,25 Oct 00  ,Sports
4043, NHL 17     ,EA Sports  ,EA Canada  ,,,,0.52,0.32,0.11,,0.09,13 Sep 16  ,Sports
4044, J-League Pro Soccer Club o Tsukurou! 3     ,Sega  ,Smilebit  ,,,,0.52,,,0.52,,05 Jun 03  ,Sports
4045, Tomb Raider: Legend     ,Eidos Interactive  ,Crystal Dynamics  ,,,,0.52,0.25,0.19,0.02,0.06,11 Apr 06  ,Action
4046, Freedom Fighters     ,Electronic Arts  ,Io Interactive  ,,,,0.52,0.25,0.20,,0.07,01 Oct 03  ,Shooter
4047, Rune Factory 2: A Fantasy Harvest Moon     ,Natsume  ,Neverland Company  ,,7.9  ,,0.52,0.32,0.03,0.15,0.03,18 Nov 08  ,Role-Playing
4048, Gun     ,Activision  ,Neversoft Entertainment  ,,,,0.52,0.38,0.12,,0.02,08 Nov 05  ,
4049, That's So Raven 2: Supernatural Style     ,Buena Vista  ,A2M  ,,,,0.52,0.37,0.14,,0.01,21 Aug 05  ,Adventure
4050, Classic Word Games     ,Ubisoft  ,Ubisoft  ,,,,0.52,0.09,0.36,,0.06,23 Jun 09  ,Misc
4051, South Park: The Fractured But Whole     ,Ubisoft  ,Ubisoft San Francisco  ,,,,0.52,0.32,0.15,,0.05,17 Oct 17  ,Role-Playing
4052, The Sims 2: Open for Business     ,Electronic Arts  ,Maxis  ,,,,0.52,0.46,0.05,,,28 Feb 06  ,Simulation
4053, Way of the Samurai 3     ,Agetec  ,Acquire  ,,6.5  ,,0.52,0.18,0.08,0.22,0.04,13 Oct 09  ,Action
4054, Spectrobes: Beyond the Portals     ,Disney Interactive Studios  ,Jupiter Multimedia  ,,7.3  ,,0.52,0.36,0.11,,0.05,07 Oct 08  ,Role-Playing
4055, The Punisher     ,THQ  ,Volition Inc.  ,,,,0.52,0.25,0.20,,0.07,17 Jan 05  ,Shooter
4056, Front Mission 3     ,Square  ,SquareSoft  ,,,,0.52,0.10,0.07,0.31,0.03,29 Feb 00  ,Strategy
4057, Kenkou Ouen Recipe 1000: DS Kondate Zenshuu     ,Nintendo  ,Nintendo  ,,,,0.52,,,0.52,,07 Dec 06  ,Misc
4058, SimAnimals     ,Electronic Arts  ,Electronic Arts  ,,,,0.52,0.26,0.21,0.00,0.05,21 Jan 09  ,Simulation
4059, SSX On Tour     ,EA Sports BIG   ,EA Canada  ,,,,0.52,0.25,0.20,,0.07,11 Oct 05  ,Sports
4060, Tony Hawk's Pro Skater 3     ,Activision  ,Vicarious Visions  ,,,,0.52,0.37,0.14,,0.01,04 Mar 02  ,Sports
4061, Go Diego Go! Safari Rescue     ,2K Play  ,Take-Two Interactive  ,,,,0.52,0.47,0.00,,0.04,11 Feb 08  ,Adventure
4062, Harry Potter and the Prisoner of Azkaban     ,Electronic Arts  ,Griptonite Games  ,,7.0  ,,0.52,0.37,0.14,,0.01,25 May 04  ,Adventure
4063, Omega Boost     ,Sony Computer Entertainment  ,Polyphony Digital  ,,,,0.52,0.17,0.11,0.20,0.03,31 Aug 99  ,Shooter
4064, Metal Gear Solid HD Collection     ,Konami  ,Bluepoint Games  ,,9.1  ,,0.52,0.32,0.13,,0.07,08 Nov 11  ,Action
4065, NFL 2K3     ,Sega  ,Visual Concepts  ,,,,0.52,0.38,0.11,,0.02,12 Aug 02  ,Sports
4066, Kung Fu Panda     ,Activision  ,Luxoflux  ,,,,0.52,0.21,0.21,,0.09,03 Jun 08  ,Platform
4067, The Magical Quest starring Mickey Mouse (weekly jp sales)     ,Capcom  ,Capcom  ,,,,0.52,,,0.52,,01 Dec 92  ,Platform
4068, NBA Live 2002     ,EA Sports  ,EA Canada  ,,,,0.52,0.29,0.19,,0.03,30 Oct 01  ,Sports
4069, Jampack Winter 2002     ,Sony Computer Entertainment  ,Sony Computer Entertainment America  ,,,,0.52,0.25,0.20,,0.07,17 Oct 02  ,Misc
4070, One Piece: Pirate Warriors 3     ,Tecmo Koei  ,Omega Force  ,,,,0.52,0.11,0.22,0.11,0.06,25 Aug 15  ,Action
4071, Way of the Samurai     ,BAM! Entertainment  ,Acquire  ,,,,0.51,0.13,0.10,0.25,0.03,31 May 02  ,Fighting
4072, Lair     ,Sony Computer Entertainment  ,Factor 5  ,,5.5  ,,0.51,0.36,0.04,0.08,0.04,30 Aug 07  ,
4073, Dishonored     ,Bethesda Softworks  ,Arkane Studios  ,,,,0.51,0.27,0.19,,0.05,16 Apr 13  ,Action
4074, Everybody's Golf     ,Sony Computer Entertainment  ,Clap Hanz  ,,6.5  ,,0.51,0.09,0.20,0.17,0.06,29 Aug 17  ,Sports
4075, Fishing Derby     ,Activision  ,Activision  ,,,,0.51,0.48,0.03,,0.01,01 Jan 80  ,Sports
4076, Pac-Man Fever     ,Namco  ,Mass Media  ,,,,0.51,0.25,0.20,,0.07,02 Sep 02  ,Misc
4077, DC Universe Online     ,Sony Online Entertainment  ,WBIE  ,,6.5  ,,0.51,0.35,0.11,,0.06,11 Jan 11  ,Role-Playing
4078, International Track & Field     ,Konami  ,Konami  ,,,,0.51,0.08,0.05,0.35,0.03,28 Jun 96  ,Sports
4079, 100 All-Time Favorites      ,Ubisoft  ,Ubisoft  ,,,,0.51,0.35,0.12,,0.04,27 Oct 09  ,Puzzle
4080, HSX HyperSonic.Xtreme     ,Majesco  ,Blade Interactive  ,,,,0.51,0.25,0.20,,0.07,26 Jan 03  ,Racing
4081, LEGO City Undercover     ,Warner Bros. Interactive Entertainment  ,TT Fusion  ,,8.0  ,,0.51,0.09,0.33,0.01,0.08,04 Apr 17  ,Platform
4082, Alice in Wonderland     ,Disney Interactive Studios  ,Etranges Libellules  ,,6.3  ,,0.51,0.25,0.21,,0.05,02 Mar 10  ,Adventure
4083, Madden NFL 2004     ,EA Sports  ,EA Tiburon  ,,9.2  ,,0.51,0.40,0.10,,0.01,12 Aug 03  ,Sports
4084, Jikkyou Powerful Pro Yakyuu 10     ,Konami  ,Diamond Head  ,,,,0.51,,,0.51,,17 Jul 03  ,Sports
4085, Summoner     ,THQ  ,Volition Inc.  ,,,,0.51,0.25,0.20,,0.07,25 Oct 00  ,Role-Playing
4086, SoulCalibur: Broken Destiny     ,Namco Bandai  ,Project Soul  ,,8.0  ,,0.51,0.12,0.20,0.07,0.12,01 Sep 09  ,Fighting
4087, Naruto Shippuden: Clash of Ninja Revolution III     ,Takara Tomy   ,8ing/Raizing  ,,,,0.51,0.44,0.04,,0.04,17 Nov 09  ,Fighting
4088, Homefront: The Revolution     ,Deep Silver  ,Crytek  ,,,,0.51,0.11,0.29,0.04,0.07,17 May 16  ,Shooter
4089, Virtual Pool     ,Interplay  ,Celeris  ,,,,0.51,0.28,0.19,,0.03,28 Feb 97  ,Shooter
4090, Jam With the Band     ,Nintendo  ,Nintendo SDD  ,,,,0.51,,0.00,0.51,0.00,21 May 10  ,Misc
4091, NBA Live 07     ,EA Sports  ,EA Canada  ,,7.0  ,,0.51,0.47,0.00,,0.04,25 Sep 06  ,Sports
4092, IL-2 Sturmovik: Birds of Prey     ,505 Games  ,Gaijin Entertainment  ,,,,0.51,0.23,0.23,,0.05,08 Sep 09  ,Simulation
4093, Major League Baseball 2K10     ,2K Sports  ,Visual Concepts  ,,7.4  ,,0.51,0.47,,,0.04,02 Mar 10  ,Sports
4094, Ratatouille     ,THQ  ,Heavy Iron Studios  ,,5.2  ,,0.51,0.09,0.32,,0.10,23 Oct 07  ,Platform
4095, Pro Evolution Soccer 2010     ,Konami  ,Konami  ,,8.1  ,,0.51,0.12,0.27,0.06,0.05,10 Nov 09  ,Sports
4096, Iron Man     ,Sega  ,Artificial Mind and Movement  ,,,,0.51,0.35,0.12,,0.05,02 May 08  ,Action
4097," SpongeBob SquarePants: Lights, Camera, Pants!     ",THQ  ,WayForward Technologies  ,,,,0.51,0.37,0.14,,0.01,21 Oct 05  ,Misc
4098, Marvel vs. Capcom: Infinite     ,Capcom  ,Capcom  ,,,,0.51,0.23,0.16,0.04,0.08,19 Sep 17  ,Fighting
4099, International Superstar Soccer 2000 (All region sales)     ,Konami  ,KCEO  ,,,,0.51,0.01,0.26,0.22,0.02,03 Aug 00  ,Sports
4100, Rugrats: Scavenger Hunt     ,THQ  ,Realtime Associates  ,,,,0.51,0.41,0.09,,0.01,29 Jun 99  ,Misc
4101, Wrecking Crew     ,Nintendo  ,Nintendo  ,,,,0.51,,,0.51,,01 Oct 85  ,Platform
4102, Monsters vs. Aliens     ,Activision  ,Amaze Entertainment  ,,,,0.51,0.33,0.13,,0.05,24 Mar 09  ,Platform
4103, Bleach: Soul Resurreccion     ,NIS America  ,Eighting  ,,6.7  ,,0.51,0.27,0.11,0.07,0.06,03 Aug 11  ,Fighting
4104, NBA Live 2004     ,EA Sports  ,EA Canada  ,,,,0.51,0.44,0.04,,0.02,14 Oct 03  ,Sports
4105, Prince of Persia Trilogy     ,Ubisoft  ,Ubisoft  ,,8.3  ,,0.51,0.17,0.24,,0.09,19 Apr 11  ,Action
4106, Dai-4-Ji Super Robot Taisen S     ,Banpresto  ,Winky Soft  ,,,,0.51,,,0.48,0.03,26 Jan 96  ,Strategy
4107, Disney's Kim Possible: Revenge of Monkey Fist     ,Disney Interactive Studios  ,Digital Eclipse  ,,5.0  ,,0.51,0.37,0.14,,0.01,13 Nov 02  ,Platform
4108, Dynasty Warriors     ,Tecmo Koei  ,Omega Force  ,,6.6  ,,0.51,0.18,0.00,0.30,0.02,17 Mar 05  ,Action
4109, Ace Combat Zero: The Belkan War     ,Namco  ,Namco  ,,7.5  ,,0.51,0.15,0.12,0.20,0.04,25 Apr 06  ,Simulation
4110, Tiger Woods PGA Tour 13     ,Electronic Arts  ,Electronic Arts  ,,,,0.51,0.29,0.18,,0.05,27 Mar 12  ,Sports
4111, Final Fantasy II Anniversary Edition     ,Square Enix  ,Square Enix  ,,6.5  ,,0.51,0.36,0.03,0.07,0.05,24 Jul 07  ,Role-Playing
4112, Lego Batman 3: Beyond Gotham     ,Warner Bros. Interactive Entertainment  ,TT Fusion  ,,,,0.51,0.21,0.26,,0.04,11 Nov 14  ,Action
4113, Dragon Ball: Raging Blast     ,Namco Bandai  ,Spike  ,6.5  ,5.8  ,,0.51,0.36,0.08,0.02,0.04,10 Nov 09  ,
4114, Ultra Street Fighter II: The Final Challengers     ,Capcom  ,Capcom  ,,6.0  ,,0.51,0.20,0.20,0.07,0.04,26 May 17  ,Fighting
4115, My Word Coach     ,Ubisoft  ,Ubisoft Montreal  ,,,,0.51,0.46,0.01,,0.04,06 Nov 07  ,Misc
4116, NHL 07     ,EA Sports  ,EA Montreal  ,,7.2  ,,0.51,0.42,0.02,,0.07,12 Sep 06  ,Sports
4117, Theatrhythm: Final Fantasy     ,Square Enix  ,Jupiter Multimedia  ,,,,0.51,0.22,0.07,0.18,0.03,03 Jul 12  ,Misc
4118, DiRT Rally     ,Codemasters  ,Codemasters  ,,,,0.51,0.13,0.30,,0.08,05 Apr 16  ,Racing
4119, Petz: Hamsterz Life 2     ,Ubisoft  ,Unknown  ,,,,0.51,0.47,,,0.04,13 Nov 07  ,Action
4120, World Championship Poker     ,Crave Entertainment  ,Coresoft  ,,,,0.51,0.37,0.11,,0.02,30 Nov 04  ,Racing
4121, The BIGS     ,2K Sports  ,Blue Castle Games  ,,,,0.51,0.25,0.19,,0.06,25 Jun 07  ,Sports
4122, Alien: Isolation     ,Sega  ,Creative Assembly  ,,,,0.51,0.22,0.25,,0.04,07 Oct 14  ,Adventure
4123, Cars Toon: Mater's Tall Tales     ,Disney Interactive Studios  ,Papaya Studios  ,,,,0.51,0.45,0.02,,0.04,19 Oct 10  ,Misc
4124, Final Fantasy     ,Square  ,SquareSoft  ,,,,0.51,,,0.51,,09 Dec 00  ,Role-Playing
4125, Dragon Ball Z: Supersonic Warriors     ,Atari  ,Banpresto  ,,7.1  ,,0.51,0.36,0.13,,0.01,22 Jun 04  ,Fighting
4126, Just Dance 2018     ,Ubisoft  ,Ubisoft Paris  ,,,,0.51,0.23,0.23,,0.04,24 Oct 17  ,Music
4127, NHL 16     ,EA Sports  ,EA Canada  ,,,,0.51,0.41,0.05,,0.05,15 Sep 15  ,Sports
4128, Skylanders: Trap Team     ,Activision  ,Toys for Bob  ,,,,0.51,0.24,0.18,,0.09,05 Oct 14  ,Misc
4129, Test Drive Unlimited     ,Atari  ,Melbourne House  ,,7.7  ,,0.51,0.08,0.28,,0.15,21 Mar 07  ,Racing
4130, NBA Ballers     ,Midway Games  ,Midway  ,,,,0.51,0.37,0.11,,0.02,05 Apr 04  ,Sports
4131, Silent Hill 4: The Room     ,Konami  ,KCET  ,,,,0.51,0.25,0.19,,0.06,07 Sep 04  ,Adventure
4132, River Raid II     ,Activision  ,Activision  ,,,,0.51,0.47,0.03,,0.01,28 Jul 88  ,Shooter
4133, Capcom Classics Collection     ,Capcom  ,Digital Eclipse  ,,,,0.51,0.22,0.17,0.05,0.06,27 Sep 05  ,Misc
4134, NBA 2K11     ,2K Sports  ,Visual Concepts  ,,,,0.51,0.47,0.01,,0.03,05 Oct 10  ,Sports
4135, Monopoly Party     ,Infogrames  ,Runecraft  ,,,,0.51,0.25,0.19,,0.06,11 Nov 02  ,Misc
4136, Hidden Mysteries: Titanic - Secrets of the Fateful Voyage     ,Activision  ,Black Lantern Studios  ,,,,0.51,0.12,0.33,,0.06,03 Nov 09  ,Adventure
4137, NHL FaceOff 98     ,Sony Computer Entertainment  ,Killer Game  ,,,,0.51,0.28,0.19,,0.03,30 Sep 97  ,Sports
4138, The Saboteur     ,Electronic Arts  ,Pandemic Studios  ,,7.2  ,,0.51,0.26,0.20,,0.05,08 Dec 09  ,Action
4139, The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies     ,THQ  ,Tantalus Interactive  ,,,,0.50,0.36,0.13,,0.01,13 Sep 04  ,Misc
4140, Bully: Scholarship Edition     ,Rockstar Games  ,Rockstar Toronto  ,,8.4  ,,0.50,0.17,0.28,,0.06,04 Mar 08  ,Action
4141, Dragon Age: Origins     ,Electronic Arts  ,BioWare Corp.  ,9.2  ,9.1  ,,0.50,,0.46,,0.04,03 Nov 09  ,Role-Playing
4142, FIFA Soccer 14     ,EA Sports  ,EA Canada  ,,,,0.50,0.08,0.30,0.01,0.11,24 Sep 13  ,Sports
4143, Rock Band Unplugged     ,MTV Games  ,Backbone Entertainment / Harmonix Music Systems  ,7.8  ,8.0  ,,0.50,0.25,0.15,,0.11,09 Jun 09  ,Misc
4144, Sonic Riders     ,Sega  ,Sonic Team  ,,,,0.50,0.42,0.02,,0.07,21 Feb 06  ,Racing
4145, Looney Tunes: Back in Action     ,Warner Bros. Interactive  ,Warthog  ,,,,0.50,0.25,0.19,,0.06,19 Nov 03  ,Platform
4146, Rooms: The Main Building     ,Hudson Soft  ,HandMade Game  ,,,,0.50,0.10,0.35,0.01,0.05,23 Mar 10  ,Adventure
4147, Ratatouille     ,THQ  ,Asobo Studio  ,,6.5  ,,0.50,0.43,0.03,,0.04,26 Jun 07  ,Platform
4148, NHL 09     ,Electronic Arts  ,EA Canada  ,,9.0  ,,0.50,0.45,0.01,,0.04,09 Sep 08  ,Sports
4149, Major League Baseball 2K12     ,Take-Two Interactive  ,Unknown  ,,,,0.50,0.47,,,0.03,06 Mar 12  ,Misc
4150, Tiger Woods PGA Tour 07     ,EA Sports  ,EA Redwood Shores  ,,8.1  ,,0.50,0.31,0.12,,0.07,14 Nov 06  ,Sports
4151, Midnight Magic     ,Atari  ,Atari  ,,,,0.50,0.47,0.03,,0.01,01 Jan 84  ,Role-Playing
